timestamp,sender_id,message,clean_message,suspicious,message_hash
2025-10-24 06:55:03,8432945463,weed,weed,1,d132e4bc948e1cc12383afe9439fdee37eaf63dba3041639c64739d93a601bfd
2025-10-24 07:00:15,8432945463,weed,weed,1,d132e4bc948e1cc12383afe9439fdee37eaf63dba3041639c64739d93a601bfd
2025-10-24 07:00:19,8432945463,or cocaine,or cocaine,1,7bdda8bff4a42183abc1ba8144a5278607c1b9ab9333e68a860a2aec6612d5da
